Gene,Cell,Log2FoldChange_5to70,P_value_5to70,-log10(P_value)_5to70
Best2,ensheathing glial cell,-0.76058877,1.0,-0.0
Best3,ensheathing glial cell,0.0,1.0,-0.0
Best4,ensheathing glial cell,0.0,1.0,-0.0
Bet1,ensheathing glial cell,-0.6420911,1.0,-0.0
Bet3,ensheathing glial cell,0.9513437,1.0,-0.0
Bet5,ensheathing glial cell,-0.27217624,1.0,-0.0
Bgb,ensheathing glial cell,-0.9388425,1.0,-0.0
BicC,ensheathing glial cell,0.0,1.0,-0.0
BicD,ensheathing glial cell,-0.11739429,1.0,-0.0
BigH1,ensheathing glial cell,0.0,1.0,-0.0
Bili,ensheathing glial cell,0.27473092,1.0,-0.0
Bin1,ensheathing glial cell,1.0858144,1.0,-0.0
Bka,ensheathing glial cell,-0.597508,1.0,-0.0
Blimp-1,ensheathing glial cell,-0.044988047,0.7551313837482918,0.12197747979756983
Blm,ensheathing glial cell,1.6279341,1.0,-0.0
Blos1,ensheathing glial cell,-0.07571014,1.0,-0.0
Blos2,ensheathing glial cell,-0.8289594,1.0,-0.0
Blos3,ensheathing glial cell,-0.35433763,1.0,-0.0
Blos4,ensheathing glial cell,-0.92369854,1.0,-0.0
Bmcp,ensheathing glial cell,0.7501829,1.0,-0.0
BoYb,ensheathing glial cell,0.0,1.0,-0.0
BobA,ensheathing glial cell,0.0,1.0,-0.0
BomBc1,ensheathing glial cell,0.24205714,1.0,-0.0
BomBc2,ensheathing glial cell,-2.099769,1.0,-0.0
BomBc3,ensheathing glial cell,-0.90690166,1.0,-0.0
BomS1,ensheathing glial cell,-1.1951033,1.0,-0.0
BomS2,ensheathing glial cell,-1.6294421,0.49742532890151153,0.3032721042247294
BomS3,ensheathing glial cell,-1.1387112,1.0,-0.0
BomS4,ensheathing glial cell,-0.54783386,1.0,-0.0
BomS5,ensheathing glial cell,-0.03557931,1.0,-0.0
BomS6,ensheathing glial cell,2.1982768,1.0,-0.0
BomT1,ensheathing glial cell,-0.38552663,1.0,-0.0
BomT2,ensheathing glial cell,-0.9436658,1.0,-0.0
BomT3,ensheathing glial cell,-0.5855166,1.0,-0.0
Boot,ensheathing glial cell,22.94124,1.0,-0.0
Br140,ensheathing glial cell,-0.24396941,1.0,-0.0
Brca2,ensheathing glial cell,2.1975806,1.0,-0.0
Brd,ensheathing glial cell,0.0,1.0,-0.0
Brd8,ensheathing glial cell,-0.702778,1.0,-0.0
Bre1,ensheathing glial cell,0.28486776,1.0,-0.0
Brf,ensheathing glial cell,1.081051,1.0,-0.0
Brms1,ensheathing glial cell,-1.4118315,1.0,-0.0
Bro,ensheathing glial cell,0.0,1.0,-0.0
Bruce,ensheathing glial cell,0.987262,0.00022138834256660967,3.6548452510827913
Bsg,ensheathing glial cell,0.0821552,1.0,-0.0
Bsg25A,ensheathing glial cell,0.0,1.0,-0.0
Bsg25D,ensheathing glial cell,0.7673087,0.7515830295077115,0.12402303468428964
BtbVII,ensheathing glial cell,0.12549618,1.0,-0.0
BthD,ensheathing glial cell,20.402248,1.0,-0.0
Btk29A,ensheathing glial cell,0.6620929,0.00015550363829115878,3.8082594454069887
Btnd,ensheathing glial cell,0.0,1.0,-0.0
BuGZ,ensheathing glial cell,0.63189167,3.297219554740498e-05,4.481852133160887
Bub1,ensheathing glial cell,2.9942207,1.0,-0.0
Bub3,ensheathing glial cell,-0.5803188,1.0,-0.0
BubR1,ensheathing glial cell,0.24101582,1.0,-0.0
Buffy,ensheathing glial cell,0.33512598,1.0,-0.0
Bug22,ensheathing glial cell,-1.187165,1.0,-0.0
Burs,ensheathing glial cell,0.0,1.0,-0.0
Bx,ensheathing glial cell,1.1327823,9.44961116061752e-08,7.024586061784126
Bx42,ensheathing glial cell,-0.29630643,1.0,-0.0
C15,ensheathing glial cell,-1.5294974,1.0,-0.0
C1GalTA,ensheathing glial cell,0.50877374,0.1324212976526958,0.8780421605972485
C3G,ensheathing glial cell,0.70839286,1.7362968528419482e-06,5.760376021941914
C901,ensheathing glial cell,20.238518,1.0,-0.0
CAH1,ensheathing glial cell,-0.061463475,1.0,-0.0
CAH13,ensheathing glial cell,0.0,1.0,-0.0
CAH14,ensheathing glial cell,0.0,1.0,-0.0
CAH15,ensheathing glial cell,0.0,1.0,-0.0
CAH16,ensheathing glial cell,0.0,1.0,-0.0
CAH2,ensheathing glial cell,-1.5506871,1.0,-0.0
CAH3,ensheathing glial cell,0.179816,1.0,-0.0
CAH4,ensheathing glial cell,0.0,1.0,-0.0
CAH5,ensheathing glial cell,0.0,1.0,-0.0
CAH6,ensheathing glial cell,0.0,1.0,-0.0
CAH7,ensheathing glial cell,-0.34784326,0.22651452775145092,0.644903938816899
CAH8,ensheathing glial cell,-0.30677822,1.0,-0.0
CAH9,ensheathing glial cell,-0.7557041,1.0,-0.0
CAHbeta,ensheathing glial cell,-0.63926595,1.0,-0.0
CAP,ensheathing glial cell,0.65050584,7.202026274305635e-07,6.14254529857635
CARPA,ensheathing glial cell,-0.4910363,1.0,-0.0
CARPB,ensheathing glial cell,2.012108,1.0,-0.0
CASK,ensheathing glial cell,1.0363858,4.870371547113113e-11,10.312437906402213
CBP,ensheathing glial cell,0.81821364,1.0,-0.0
CCAP,ensheathing glial cell,0.0,1.0,-0.0
CCAP-R,ensheathing glial cell,0.432973,1.0,-0.0
CCDC151,ensheathing glial cell,0.0,1.0,-0.0
CCDC53,ensheathing glial cell,-0.66138893,1.0,-0.0
CCHa1,ensheathing glial cell,2.0519183,1.0,-0.0
CCHa1-R,ensheathing glial cell,2.817179,1.0,-0.0
CCHa2,ensheathing glial cell,-0.46137387,1.0,-0.0
CCHa2-R,ensheathing glial cell,-0.95625156,1.0,-0.0
CCKLR-17D1,ensheathing glial cell,-0.37003446,1.0,-0.0
CCKLR-17D3,ensheathing glial cell,0.09370609,1.0,-0.0
CCT1,ensheathing glial cell,0.88452476,1.0,-0.0
CCT2,ensheathing glial cell,-0.5109296,1.0,-0.0
CCT3,ensheathing glial cell,-0.63906,1.0,-0.0
CCT4,ensheathing glial cell,-0.5156955,1.0,-0.0
CCT5,ensheathing glial cell,-1.0134748,1.0,-0.0
CCT6,ensheathing glial cell,-0.21517274,1.0,-0.0
CCT7,ensheathing glial cell,-1.1587993,1.0,-0.0
CCT8,ensheathing glial cell,-0.19711098,1.0,-0.0
CCY,ensheathing glial cell,20.232094,1.0,-0.0
CD98hc,ensheathing glial cell,0.107864976,1.0,-0.0
CDC50,ensheathing glial cell,-0.47371837,1.0,-0.0
CDK2AP1,ensheathing glial cell,-0.70545053,1.0,-0.0
CDase,ensheathing glial cell,0.757085,0.01883178768668748,1.7251084507952368
CG10000,ensheathing glial cell,0.0,1.0,-0.0
CG10005,ensheathing glial cell,19.488703,1.0,-0.0
CG10011,ensheathing glial cell,0.076930895,1.0,-0.0
CG10013,ensheathing glial cell,0.0,1.0,-0.0
CG10019,ensheathing glial cell,-0.44425747,1.0,-0.0
CG10026,ensheathing glial cell,-0.9860589,1.0,-0.0
CG10029,ensheathing glial cell,0.0,1.0,-0.0
CG10031,ensheathing glial cell,-0.18224971,1.0,-0.0
CG10035,ensheathing glial cell,0.45007226,1.0,-0.0
CG10038,ensheathing glial cell,-1.3320813,1.0,-0.0
CG10041,ensheathing glial cell,20.399588,1.0,-0.0
CG10050,ensheathing glial cell,-0.44647253,1.0,-0.0
CG10051,ensheathing glial cell,0.0,1.0,-0.0
CG10053,ensheathing glial cell,0.5240611,1.0,-0.0
CG10055,ensheathing glial cell,0.13556513,1.0,-0.0
CG10062,ensheathing glial cell,-1.1206219,1.0,-0.0
CG10063,ensheathing glial cell,0.0,1.0,-0.0
CG10064,ensheathing glial cell,0.0,1.0,-0.0
CG10068,ensheathing glial cell,-0.16627106,1.0,-0.0
CG10073,ensheathing glial cell,19.663435,1.0,-0.0
CG10075,ensheathing glial cell,-1.247927,1.0,-0.0
CG10077,ensheathing glial cell,-0.08148091,0.0016800659598577104,2.774673667417055
CG10081,ensheathing glial cell,0.0,1.0,-0.0
CG10082,ensheathing glial cell,-0.0972358,1.0,-0.0
CG10086,ensheathing glial cell,0.0,1.0,-0.0
CG10089,ensheathing glial cell,0.16545235,1.0,-0.0
CG10096,ensheathing glial cell,0.0,1.0,-0.0
CG10098,ensheathing glial cell,-0.179556,1.0,-0.0
CG10104,ensheathing glial cell,19.318855,1.0,-0.0
CG10116,ensheathing glial cell,-3.1192946,1.0,-0.0
CG10126,ensheathing glial cell,0.5745517,1.0,-0.0
CG10132,ensheathing glial cell,0.565426,0.2632640898130825,0.5796083762134239
CG10137,ensheathing glial cell,0.62289566,1.0,-0.0
CG10139,ensheathing glial cell,-0.34523293,1.0,-0.0
CG10140,ensheathing glial cell,0.0,1.0,-0.0
CG10147,ensheathing glial cell,0.33689174,1.0,-0.0
CG10151,ensheathing glial cell,0.47813866,1.0,-0.0
CG10154,ensheathing glial cell,0.0,1.0,-0.0
CG10163,ensheathing glial cell,0.0,1.0,-0.0
CG10164,ensheathing glial cell,0.0,1.0,-0.0
CG10165,ensheathing glial cell,0.373025,1.0,-0.0
CG10166,ensheathing glial cell,-0.64505965,1.0,-0.0
CG10171,ensheathing glial cell,-0.13636953,1.0,-0.0
CG10175,ensheathing glial cell,1.112137,1.0,-0.0
CG10177,ensheathing glial cell,21.587826,1.0,-0.0
CG10182,ensheathing glial cell,0.0,1.0,-0.0
CG10183,ensheathing glial cell,0.0,1.0,-0.0
CG10184,ensheathing glial cell,-0.024808519,1.0,-0.0
CG10185,ensheathing glial cell,1.9440719,1.0,-0.0
CG10188,ensheathing glial cell,1.923152,1.0,-0.0
CG10189,ensheathing glial cell,0.61082757,1.0,-0.0
CG10194,ensheathing glial cell,-0.44283685,1.0,-0.0
CG10195,ensheathing glial cell,0.72660166,1.0,-0.0
CG10205,ensheathing glial cell,-1.1252632,1.0,-0.0
CG10208,ensheathing glial cell,-0.6469861,1.0,-0.0
CG10209,ensheathing glial cell,0.31055352,1.0,-0.0
CG10211,ensheathing glial cell,-0.16842617,1.0,-0.0
CG10214,ensheathing glial cell,0.30494884,1.0,-0.0
CG10222,ensheathing glial cell,1.5544199,1.0,-0.0
CG10226,ensheathing glial cell,-0.80541265,1.0,-0.0
CG10232,ensheathing glial cell,19.44163,1.0,-0.0
CG10237,ensheathing glial cell,-0.7070773,1.0,-0.0
CG1024,ensheathing glial cell,0.2866218,1.0,-0.0
CG10252,ensheathing glial cell,0.0,1.0,-0.0
CG10254,ensheathing glial cell,0.5402563,1.0,-0.0
CG10257,ensheathing glial cell,-1.0139346,1.0,-0.0
CG10264,ensheathing glial cell,0.0,1.0,-0.0
CG10265,ensheathing glial cell,0.109379366,1.0,-0.0
CG10268,ensheathing glial cell,-1.2985287,1.0,-0.0
CG10274,ensheathing glial cell,-0.23710848,1.0,-0.0
CG10280,ensheathing glial cell,0.0,1.0,-0.0
CG10283,ensheathing glial cell,1.3807031,1.0,-0.0
CG10286,ensheathing glial cell,-0.3730015,1.0,-0.0
CG10298,ensheathing glial cell,0.0,1.0,-0.0
CG10300,ensheathing glial cell,0.0,1.0,-0.0
CG10301,ensheathing glial cell,0.0,1.0,-0.0
CG10307,ensheathing glial cell,0.35186654,1.0,-0.0
CG10311,ensheathing glial cell,-0.46495157,0.4183008685195711,0.37851123369126655
CG10317,ensheathing glial cell,-20.996479,1.0,-0.0
CG10321,ensheathing glial cell,0.3069209,1.0,-0.0
CG10324,ensheathing glial cell,-0.6988602,1.0,-0.0
CG10333,ensheathing glial cell,-0.15764238,1.0,-0.0
CG10336,ensheathing glial cell,-0.6015088,1.0,-0.0
CG10337,ensheathing glial cell,20.808538,1.0,-0.0
CG10338,ensheathing glial cell,0.73814267,1.0,-0.0
CG10339,ensheathing glial cell,-0.5881462,1.0,-0.0
CG10340,ensheathing glial cell,-1.5099356,1.0,-0.0
CG10341,ensheathing glial cell,-0.3323607,1.0,-0.0
CG10343,ensheathing glial cell,-0.36474377,1.0,-0.0
CG10344,ensheathing glial cell,0.37865847,1.0,-0.0
CG10345,ensheathing glial cell,-0.4923766,1.0,-0.0
CG10347,ensheathing glial cell,0.22101258,1.0,-0.0
CG10348,ensheathing glial cell,1.2831291,1.0,-0.0
CG10352,ensheathing glial cell,0.024567619,1.0,-0.0
CG10353,ensheathing glial cell,0.26873356,1.0,-0.0
CG10357,ensheathing glial cell,-1.5695369,1.0,-0.0
CG10359,ensheathing glial cell,-2.0767267,1.0,-0.0
CG10361,ensheathing glial cell,1.276147,0.6412558465563771,0.19296866224566708
CG10362,ensheathing glial cell,-0.47345656,1.0,-0.0
CG10365,ensheathing glial cell,0.8798922,1.0856233311599525e-11,10.964320831813737
CG10366,ensheathing glial cell,-0.7093246,1.0,-0.0
CG10375,ensheathing glial cell,0.1833113,1.0,-0.0
CG10376,ensheathing glial cell,0.7941645,1.0,-0.0
CG10383,ensheathing glial cell,0.86539537,1.0,-0.0
CG10384,ensheathing glial cell,0.026776241,1.0,-0.0
CG10395,ensheathing glial cell,-0.11633193,1.0,-0.0
CG10405,ensheathing glial cell,0.0,1.0,-0.0
CG10407,ensheathing glial cell,0.80109125,1.0,-0.0
CG10413,ensheathing glial cell,0.38308376,1.0,-0.0
CG10417,ensheathing glial cell,1.4496562,0.03880902486237219,1.4110672694530106
CG10418,ensheathing glial cell,-0.502289,1.0,-0.0
CG10425,ensheathing glial cell,-0.538152,1.0,-0.0
CG10428,ensheathing glial cell,0.83159775,1.0,-0.0
CG10431,ensheathing glial cell,2.2019937,1.0,-0.0
CG10433,ensheathing glial cell,0.28219235,0.28434491652191424,0.546154531597557
CG10435,ensheathing glial cell,-0.66152966,1.0,-0.0
CG10444,ensheathing glial cell,-2.338274,1.0,-0.0
CG10445,ensheathing glial cell,21.65198,1.0,-0.0
CG10459,ensheathing glial cell,0.0,1.0,-0.0
CG10462,ensheathing glial cell,0.29849347,1.0,-0.0
CG10463,ensheathing glial cell,2.4793854,1.0,-0.0
CG10465,ensheathing glial cell,0.28104717,1.0,-0.0
CG10466,ensheathing glial cell,0.578599,1.0,-0.0
CG10467,ensheathing glial cell,0.058741942,1.0,-0.0
CG10469,ensheathing glial cell,0.40619263,1.0,-0.0
CG10470,ensheathing glial cell,0.059387527,1.0,-0.0
CG10472,ensheathing glial cell,22.618649,1.0,-0.0
CG10477,ensheathing glial cell,0.0,1.0,-0.0
CG10479,ensheathing glial cell,0.2963546,1.0,-0.0
CG10481,ensheathing glial cell,2.3013191,1.0,-0.0
CG10483,ensheathing glial cell,-0.8366853,1.0,-0.0
CG10486,ensheathing glial cell,0.0,1.0,-0.0
CG10492,ensheathing glial cell,0.68201846,1.0,-0.0
CG10494,ensheathing glial cell,0.80198735,1.0,-0.0
CG10495,ensheathing glial cell,-0.47361577,1.0,-0.0
CG10505,ensheathing glial cell,18.950583,1.0,-0.0
CG10508,ensheathing glial cell,-0.4109273,0.19553969708790706,0.7087650619197116
CG10510,ensheathing glial cell,0.0,1.0,-0.0
CG10512,ensheathing glial cell,0.39845735,1.0,-0.0
CG10513,ensheathing glial cell,-1.3126636,0.004517657098661401,2.3450867361891734
CG10514,ensheathing glial cell,-0.9731427,0.7293988753192348,0.13703491067267187
CG10516,ensheathing glial cell,-0.8252797,1.0,-0.0
CG10527,ensheathing glial cell,-0.5645405,1.0,-0.0
CG10543,ensheathing glial cell,-0.076219395,1.0,-0.0
CG10550,ensheathing glial cell,0.14838246,1.0,-0.0
CG10553,ensheathing glial cell,-0.6537323,1.0,-0.0
CG10555,ensheathing glial cell,-0.22187522,1.0,-0.0
CG10559,ensheathing glial cell,19.799433,1.0,-0.0
CG10560,ensheathing glial cell,-0.561424,1.0,-0.0
CG10561,ensheathing glial cell,0.4230365,1.0,-0.0
CG10562,ensheathing glial cell,0.99784636,1.0,-0.0
CG10565,ensheathing glial cell,-0.69132936,1.0,-0.0
CG10576,ensheathing glial cell,-0.7673742,1.0,-0.0
CG10581,ensheathing glial cell,0.35031742,1.0,-0.0
CG10584,ensheathing glial cell,-0.5532799,1.0,-0.0
CG10587,ensheathing glial cell,0.0,1.0,-0.0
CG10588,ensheathing glial cell,0.0,1.0,-0.0
CG10589,ensheathing glial cell,22.534584,1.0,-0.0
CG10591,ensheathing glial cell,0.0,1.0,-0.0
CG10598,ensheathing glial cell,0.0,1.0,-0.0
CG10600,ensheathing glial cell,-0.27657792,1.0,-0.0
CG10602,ensheathing glial cell,0.3855431,1.0,-0.0
CG10616,ensheathing glial cell,0.45566335,1.0,-0.0
CG10621,ensheathing glial cell,-0.9492483,1.0,-0.0
CG10623,ensheathing glial cell,0.50787175,1.0,-0.0
CG10628,ensheathing glial cell,-0.19471787,1.0,-0.0
CG10631,ensheathing glial cell,0.28686726,1.0,-0.0
CG10638,ensheathing glial cell,-0.28235286,1.0,-0.0
CG10646,ensheathing glial cell,0.51658684,1.0,-0.0
CG10650,ensheathing glial cell,0.0,1.0,-0.0
CG10651,ensheathing glial cell,0.0,1.0,-0.0
CG10654,ensheathing glial cell,0.33910897,1.0,-0.0
CG10657,ensheathing glial cell,0.65041685,1.0,-0.0
CG10660,ensheathing glial cell,0.9710817,1.0,-0.0
CG10663,ensheathing glial cell,0.6335312,1.0,-0.0
CG10669,ensheathing glial cell,0.6786563,1.0,-0.0
CG10672,ensheathing glial cell,-0.25564334,1.0,-0.0
CG10674,ensheathing glial cell,-0.6884566,1.0,-0.0
CG10680,ensheathing glial cell,-0.6604737,1.0,-0.0
CG10681,ensheathing glial cell,0.17863193,1.0,-0.0
CG10694,ensheathing glial cell,19.788609,1.0,-0.0
CG10700,ensheathing glial cell,0.0,1.0,-0.0
CG10702,ensheathing glial cell,-1.6222701,1.0,-0.0
CG10710,ensheathing glial cell,21.35656,1.0,-0.0
CG10713,ensheathing glial cell,0.38746175,1.0,-0.0
CG10725,ensheathing glial cell,0.0,1.0,-0.0
CG10730,ensheathing glial cell,-0.37030223,1.0,-0.0
CG10731,ensheathing glial cell,-0.7255827,1.0,-0.0
CG10734,ensheathing glial cell,22.616476,1.0,-0.0
CG10737,ensheathing glial cell,0.5540553,1.0,-0.0
CG10738,ensheathing glial cell,1.4500071,1.0,-0.0
CG1074,ensheathing glial cell,0.44195175,1.0,-0.0
CG10747,ensheathing glial cell,-0.20987359,1.0,-0.0
CG10748,ensheathing glial cell,0.0,1.0,-0.0
CG10749,ensheathing glial cell,0.0,1.0,-0.0
CG10750,ensheathing glial cell,0.0,1.0,-0.0
CG10752,ensheathing glial cell,0.0,1.0,-0.0
CG10761,ensheathing glial cell,0.0,1.0,-0.0
CG10764,ensheathing glial cell,0.0,1.0,-0.0
CG1077,ensheathing glial cell,0.0,1.0,-0.0
CG10778,ensheathing glial cell,-0.60148174,1.0,-0.0
CG10793,ensheathing glial cell,23.393787,1.0,-0.0
CG10795,ensheathing glial cell,-1.8257973,1.0,-0.0
CG10799,ensheathing glial cell,-0.9959314,1.0,-0.0
CG10801,ensheathing glial cell,21.379251,1.0,-0.0
CG10802,ensheathing glial cell,-0.22753873,1.0,-0.0
CG10803,ensheathing glial cell,0.49901947,1.0,-0.0
CG10804,ensheathing glial cell,0.8165751,1.0,-0.0
CG10809,ensheathing glial cell,0.3850462,1.0,-0.0
CG10814,ensheathing glial cell,19.391443,1.0,-0.0
CG10822,ensheathing glial cell,0.0,1.0,-0.0
CG10834,ensheathing glial cell,0.0,1.0,-0.0
CG10839,ensheathing glial cell,0.0,1.0,-0.0
CG10841,ensheathing glial cell,0.0,1.0,-0.0
CG10845,ensheathing glial cell,0.0,1.0,-0.0
CG10859,ensheathing glial cell,0.0,1.0,-0.0
CG10862,ensheathing glial cell,0.0,1.0,-0.0
CG10863,ensheathing glial cell,-0.6169927,1.0,-0.0
CG10864,ensheathing glial cell,-0.3594342,1.0,-0.0
CG10866,ensheathing glial cell,-0.869426,1.0,-0.0
CG10869,ensheathing glial cell,-20.92139,1.0,-0.0
CG10874,ensheathing glial cell,0.29626337,1.0,-0.0
CG10877,ensheathing glial cell,19.498686,1.0,-0.0
CG10887,ensheathing glial cell,0.0,1.0,-0.0
CG10898,ensheathing glial cell,2.15459,1.0,-0.0
CG1090,ensheathing glial cell,0.73200107,1.0,-0.0
CG10903,ensheathing glial cell,1.157002,1.0,-0.0
CG10904,ensheathing glial cell,-0.5650078,1.0,-0.0
CG10907,ensheathing glial cell,-0.39274326,1.0,-0.0
CG10909,ensheathing glial cell,0.0,1.0,-0.0
CG10910,ensheathing glial cell,0.0,1.0,-0.0
CG10911,ensheathing glial cell,0.0,1.0,-0.0
CG10912,ensheathing glial cell,0.0,1.0,-0.0
CG10914,ensheathing glial cell,-1.4167506,1.0,-0.0
CG10916,ensheathing glial cell,-0.31524417,1.0,-0.0
CG10918,ensheathing glial cell,20.827866,1.0,-0.0
CG10919,ensheathing glial cell,0.0,1.0,-0.0
CG1092,ensheathing glial cell,-1.5183004,1.0,-0.0
CG10920,ensheathing glial cell,0.0,1.0,-0.0
CG10927,ensheathing glial cell,-0.8892683,1.0,-0.0
CG10931,ensheathing glial cell,0.0,1.0,-0.0
CG10932,ensheathing glial cell,-0.2141027,1.0,-0.0
CG10934,ensheathing glial cell,0.0,1.0,-0.0
CG10936,ensheathing glial cell,0.47392732,1.0,-0.0
CG10939,ensheathing glial cell,0.019892376,1.0,-0.0
CG10943,ensheathing glial cell,0.0,1.0,-0.0
CG10947,ensheathing glial cell,-0.247578,1.0,-0.0
CG10948,ensheathing glial cell,0.46401227,0.4427085145464138,0.3538821252202409
CG10949,ensheathing glial cell,2.2833223,1.0,-0.0
CG10950,ensheathing glial cell,0.0,1.0,-0.0
CG10953,ensheathing glial cell,0.0,1.0,-0.0
CG10958,ensheathing glial cell,0.2610578,1.0,-0.0
CG10959,ensheathing glial cell,-0.5004909,1.0,-0.0
CG10960,ensheathing glial cell,0.5040266,1.0286745498829773e-06,5.987722004777149
CG10962,ensheathing glial cell,22.754524,1.0,-0.0
CG10969,ensheathing glial cell,0.0,1.0,-0.0
CG10970,ensheathing glial cell,0.14777845,1.0,-0.0
CG10973,ensheathing glial cell,0.11982609,1.0,-0.0
CG10979,ensheathing glial cell,0.3857215,1.0,-0.0
CG10984,ensheathing glial cell,0.5929697,1.0,-0.0
CG10993,ensheathing glial cell,18.463343,1.0,-0.0
CG10996,ensheathing glial cell,20.693108,1.0,-0.0
CG11000,ensheathing glial cell,-0.09591439,1.0,-0.0
CG11007,ensheathing glial cell,-0.3171268,1.0,-0.0
CG11018,ensheathing glial cell,0.0,1.0,-0.0
CG11029,ensheathing glial cell,22.07455,1.0,-0.0
CG1103,ensheathing glial cell,-0.558802,1.0,-0.0
CG11030,ensheathing glial cell,1.0196522,0.3021370595918389,0.5197960016743574
CG11034,ensheathing glial cell,21.96212,1.0,-0.0
CG11035,ensheathing glial cell,0.6117757,1.0,-0.0
CG11037,ensheathing glial cell,0.0,1.0,-0.0
CG11041,ensheathing glial cell,-0.94363207,1.0,-0.0
CG11044,ensheathing glial cell,21.790565,1.0,-0.0
CG1105,ensheathing glial cell,-0.008221108,1.0,-0.0
CG11050,ensheathing glial cell,-0.7282746,0.09230157639893356,1.0347908816879359
CG11052,ensheathing glial cell,20.110695,1.0,-0.0
CG11060,ensheathing glial cell,19.680756,1.0,-0.0
CG11068,ensheathing glial cell,-2.3270702,1.0,-0.0
CG11069,ensheathing glial cell,-0.9622462,1.0,-0.0
CG11070,ensheathing glial cell,-0.05754465,1.0,-0.0
CG11073,ensheathing glial cell,0.15945423,1.0,-0.0
CG11076,ensheathing glial cell,0.3410142,1.0,-0.0
CG11077,ensheathing glial cell,-1.7424138,1.0,-0.0
CG11085,ensheathing glial cell,0.860055,1.0,-0.0
CG11089,ensheathing glial cell,-0.9178916,1.0,-0.0
CG11095,ensheathing glial cell,-0.94259036,1.0,-0.0
CG11099,ensheathing glial cell,-1.3054546,1.0,-0.0
CG11103,ensheathing glial cell,-0.004797914,1.0,-0.0
CG11106,ensheathing glial cell,0.0,1.0,-0.0
CG11109,ensheathing glial cell,0.7707852,1.0,-0.0
CG11110,ensheathing glial cell,-0.14161126,1.0,-0.0
CG11112,ensheathing glial cell,20.487286,1.0,-0.0
CG11113,ensheathing glial cell,20.156572,1.0,-0.0
CG11122,ensheathing glial cell,0.23619269,1.0,-0.0
CG11123,ensheathing glial cell,0.26072854,1.0,-0.0
CG11125,ensheathing glial cell,22.685757,1.0,-0.0
CG11127,ensheathing glial cell,-0.621147,1.0,-0.0
CG1113,ensheathing glial cell,0.08109503,1.0,-0.0
CG11131,ensheathing glial cell,0.0,1.0,-0.0
CG11134,ensheathing glial cell,-1.9989245,1.0,-0.0
CG11137,ensheathing glial cell,-0.97575885,1.0,-0.0
CG11141,ensheathing glial cell,1.3303807,1.0,-0.0
CG11145,ensheathing glial cell,0.0,1.0,-0.0
CG11147,ensheathing glial cell,0.10876868,1.0,-0.0
CG11149,ensheathing glial cell,0.0,1.0,-0.0
CG11151,ensheathing glial cell,-0.6780972,1.0,-0.0
CG11155,ensheathing glial cell,1.0944304,3.2008882936007043e-21,20.49472948184441
CG11158,ensheathing glial cell,-0.6551918,1.0,-0.0
CG11159,ensheathing glial cell,-21.008644,1.0,-0.0
CG1116,ensheathing glial cell,1.1000859,1.0,-0.0
CG11162,ensheathing glial cell,0.0,1.0,-0.0
CG11164,ensheathing glial cell,19.080254,1.0,-0.0
CG11168,ensheathing glial cell,0.6382281,1.0,-0.0
CG11170,ensheathing glial cell,1.5970361,1.0,-0.0
CG11178,ensheathing glial cell,1.2063292,1.0,-0.0
CG11180,ensheathing glial cell,0.1871606,1.0,-0.0
CG11191,ensheathing glial cell,-1.3708225,1.0,-0.0
CG11192,ensheathing glial cell,19.990612,1.0,-0.0
CG11200,ensheathing glial cell,0.17928381,1.0,-0.0
CG11211,ensheathing glial cell,-1.2841349,1.0,-0.0
CG11226,ensheathing glial cell,21.404997,1.0,-0.0
CG11227,ensheathing glial cell,0.0,1.0,-0.0
CG11236,ensheathing glial cell,-23.555025,1.0,-0.0
CG1124,ensheathing glial cell,-1.5003246,1.0,-0.0
CG11241,ensheathing glial cell,-0.7725972,1.0,-0.0
CG11247,ensheathing glial cell,0.12229888,1.0,-0.0
CG11248,ensheathing glial cell,1.5902591,1.0,-0.0
CG11249,ensheathing glial cell,0.0,1.0,-0.0
CG11251,ensheathing glial cell,0.0,1.0,-0.0
CG11257,ensheathing glial cell,-1.9842469,1.0,-0.0
CG11262,ensheathing glial cell,0.0,1.0,-0.0
CG11263,ensheathing glial cell,0.0,1.0,-0.0
CG11267,ensheathing glial cell,-1.5567116,1.0,-0.0
CG11269,ensheathing glial cell,19.644537,1.0,-0.0
CG11275,ensheathing glial cell,-0.42036077,1.0,-0.0
